AH1-V-ER0-M-EH2-N-T-AH0-L-IY0, GOVERNMENTALLY
EY1-S-IH0-V-N-AH0-S, PERSUASIVENESS PERVASIVENESS
EH1-R-EH0-N-D, BEHREND BEREND
EH1-S-AH0-Z, ADDRESSES(2) ASSESSES BLESSES COMPRESSES(2) CONFESSES CRESSES DEPRESSES DISTRESSES DRESSES EMPRESAS ESSES EXCESSES EXPRESS'S EXPRESSES GUESSES HESSE'S IMPRESSES MARCESSA'S MESSES POSSESSES PRESS'S PRESSES PROFESSES PROGRESSES(2) RESSA'S S'S S.'S STRESSES SUCCESSES SUPPRESSES TRESSES WALESA'S WESS YESES
AA1-B-IY0-Z, BOBBY'S HOBBES HOBBIES LOBBIES LOBBY'S ROBBIE'S ROBBY'S
AO1-N-S-AH0-L, UNSELL
AA1-R-L-IY0-Z, CHARLEY'S CHARLIE'S HARLEY'S MARLYS
ER1-L-IH0-NG-G-EY2-M, BURLINGAME
EH1-D-IH2-S-T-OW0, EDISTO
AA1-B-ER0-EY0-T-AH0-D, UNCORROBORATED
IH1-P-W-AA2-SH, SHIPWASH
IH1-V-ER0-ER0-Z, DELIVERERS
IY1-AH0-T-AW2-N, KOREATOWN
OW1-DH-ER0, KOETHER LOWTHER ROETHER
AH1-V-ER0-S-AH0-N, HOVERSON
AO1-R-G-AH0-N-IH2-Z-AH0-M, MICROORGANISM ORGANISM
EH1-M-K-IY0, EHMKE LEMKE
ER1-IH0-SH-T, FLOURISHED NOURISHED
AA1-Y-AH0, AMAYA ANAYA CUTAIA INCORVAIA KAYA LARAIA MASAYA MATAYA PLAIA RAIA SAIA SAWAYA TAKASHIMAYA
AH1-SH-R-AH2-SH, MUSHRUSH
EY1-B-R-IY0-EH0-L-S-AH0-N, GABRIELSEN(2) GABRIELSON(2)
IH1-G-Y-ER0-IH0-NG, CONFIGURING DISFIGURING FIGURING
AE1-S-T-IH0-NG-Z, CASTINGS EVERLASTINGS
IH1-N-K-Y-AH0-B-EY2-T, INCUBATE
AH1-M-P-ER0-S-T-IH2-K-ER0, BUMPERSTICKER
AE1-L-T-AH0-M-OW0-S, ALTEMOSE
IY1-N-IY0-AH0-S, FRESENIUS HOMOGENEOUS LENIUS
OY1-L-ER0-M-EY2-K-ER0, BOILERMAKER
AH1-N-D-OW0, EDMUNDO MUNDO RAYMUNDO
EH1-T-T-AH0-G-EH2-DH-ER0-Z, GET-TOGETHERS
OW1-L-JH-ER0-Z, BOLGER'S FOLGER'S FOLGERS SOLDIER'S SOLDIERS SOLDIERS'
OY1-S-T-AO2-R-Z, TOYSTORES
AA1-B-IY0-AH0-S-T-S, HOBBYISTS LOBBYISTS LOBBYISTS'
UH1-K-HH-ER2-S-T, BROOKHURST
AE1-N-S-AH0-N-IH2-Z-AH0-M, JANSENISM
AY1-N-B-EH2-N-D-ER0, EINBENDER
UW1-D-AH0-S-AH0-N, JESUDASON
UW1-R-OW0-M-AA2-R-K-AH0-T-S, EUROMARKETS
EH1-L-AO2-F-S, SELLOFFS
UW1-Z-M-AE2-N, NEWSMAN
AH1-N-AH0-V-AE2-N, DUNAVAN
ER1-N-IY0-D, JOURNEYED
AE1-JH-AH0-S-T-IY0, MAJESTY
IH1-T-N-AH0-S-IH0-NG, WITNESSING
AW1-T-F-L-OW2, OUTFLOW
AO1-R-TH-AW2-T, SWARTHOUT
AY1-K-W-AY2-Z, LIKEWISE
EH1-L-AH0-N-S-IY0, DELANCEY DELANCY
AW1-T-AH0-M-AA0-K, CUAUHTEMOC
AE1-T-R-AH0-M-OW2-N-IY0-AH0-L, PATRIMONIAL(2)
AA1-L-AH0-D, SOLID SQUALID STOLID
IH1-G-V-IY0, TRYGVE
EH1-L-G-AH0-T, HELGET
AY1-L-IY0-N, ISLEEN
ER1-L-B-AH0-T, HURLBUT HURLBUTT
IH1-N-D-S-T-R-AH0-N-D, LINDSTRAND
OW1-B-R-AH0, COBRA
OW1-K-JH-AH2-M-P-ER0, SMOKEJUMPER
OW1-L-IH0-CH, FOEHLICH
AA1-M-AH0-T-AH0-N-T-L-IY0, CONCOMITANTLY
EH1-S-T-K-AE2-P, WESTCAP
EH1-F-AH0-L-IH0-K, ANENCEPHALIC(2)
EY1-N-B-R-IH0-JH, BAINBRIDGE
EH1-S-T-AH0-N-B-ER0-G-ER0, WESTENBERGER
IH1-L-D-AH0-B-R-AH0-N-T, HILDEBRANDT HILDEBRANT
ER1-L-AH0-N-D-ER0, KURLANDER
IH1-M-IH0-K-R-IY0, GIMMICKRY MIMICRY
IH1-N-D-SH-IY2-L-D-Z, WINDSHIELDS
IH1-Z-M-EH0-T-S, KISMETS
OW1-SH-AH0-Z, DESROCHES LAROCHE'S MOSHE'S(2) OSHA'S ROCHE'S SCOTIA'S
UH1-M-AH0-N-Z, WOMAN'S
AH1-NG-G-ER0-T, BUNGERT
IY1-T-ER0-S-AH0-N-Z, PETERSEN'S PETERSON'S
UW1-SH-IY0-EH2-R-IY0-Z, FIDUCIARIES
AO1-R-K-AE2-S-T-IH0-NG, FORECASTING
AE1-S-T-ER0-S-AH0-N, MASTERSON
IH1-V-AH0-N-IH0-K, KRIVANEK
IH1-SH-AH0-P-S-G-EY2-T, BISHOPSGATE
AY1-T-L-AY2-N, NIGHTLINE
IH1-L-Z-D-AW2-N, HILLSDOWN
AO1-R-IY0-EH2-N-T, DISORIENT ORIENT
IY1-AH0-K-R-EH2-F, TIAACREF
IY1-CH-ER0-OW0, PERNICIARO
EH1-D-N-AA0-R-EH0-K, BEDNAREK
AO1-R-F-AH0-T-AH0-D, FORFEITED
AO1-T-IY0, DOUGHTIE DOUGHTY HAUGHTY MINOTTI NAUGHTY SNOTTY VIGLIOTTI ZLOTY
EY1-G-HH-EH2-D, CRAIGHEAD
IH1-JH-F-AO2-R-TH, BRIDGEFORTH
UH1-D-K-IY0, LUEDTKE WOODKE
UW1-K-R-AH0-L-OW2-S, SUCRALOSE
AY1-L-AH0-N-D-ER0-Z, ISLANDERS RHODE-ISLANDERS
AE1-K-D-AW2-N-Z, CRACKDOWNS
AO1-R-P-IY0-AH0-N-Z, SCORPIONS
IH1-R-S-AH0-M, FEARSOME
AA1-N-IH0-SH-AH0-Z, ADMONISHES
UH1-D-L-IY2, WOODLEE
UW1-N-IH0-V-AH0, UNIVA
AW1-N-T-ER0-AH0-T-AE2-K, COUNTERATTACK
EH1-N-OW0-AH0, GENOA
AY1-ER0-L-IY0, BRIERLEY BRIERLY BYERLEY BYERLY ENTIRELY LYERLY
ER1-M-AH0-N-EY2-T-S, EXTERMINATES TERMINATES
EH1-SH-N-ER0, DESCHNER FRESHENER(2) TESCHNER
AE1-NG-G-W-IH2-N, SANGUINE
AE1-M-IH0-R-AH0-N, AMIRAN
AE1-K-P-AE2-K, BACKPACK
AE1-K-S-AH0-T-IY0, LAXITY
IH1-N-F-OW0-T-R-AA2-N-Z, INFOTRON'S
AA1-R-T-AH0-N-IY0, MARTENEY
AO1-R-M-AH0-N-IY0, CORMANY
AE1-CH-ER0-AH0-L-AH0-S-S, NATURALISTS(2)
AE1-B-R-IY0, FABBRI FABRI FABRY MABREY
AE1-F-ER0-S-T-IY2-N, SAFFERSTEIN
EH1-G-AH0-N-HH-AA2-R-T, DEGENHART
IY1-K-AE2-D, ECAD
AE1-P-N-ER0, HAPNER KAPNER
AA1-L-AH0-S-AA0-R, POLYSAR
AY1-G-EY2-T, DIGATE
EY1-L-Y-EH0-N-AH0-B-AH0-L, UNALIENABLE(2)
IH1-K-AH0-L-AH0-Z, NICKOLAS
AA1-R-B-AA2-K, HARBACH MARBACH
EY1-D-R-OW0, PEDRO
AE1-NG-K-AH0-N-S-EH2-N-S, FRANKINCENSE
AH1-T-M-EH2-G, NUTMEG
AE1-B-S-T-AH0-N-AH0-N-T, ABSTINENT
EH1-M-ER0-AO0-F, NEMEROFF
IY1-B-IH0-G, FIEBIG LIEBIG
ER1-M-AH0-N-AH0-L-IY0, TERMINALLY
EY1-N-Z-W-ER0-TH-S, AINSWORTH'S
AE1-T-ER0-AH0-L-IY0, BILATERALLY MULTILATERALLY UNILATERALLY
IH1-L-K-IH0-NG, BILKING MILKING WILKING
AO1-L-W-UH2-D, HALLWOOD SMALLWOOD
IY1-N-SH-IY2-L-D, GREENSHIELD
IY1-V-AH0-Z, DIVAS EVA'S(2) VIVAS
IY1-Z-T-EH2-N-D, EASTEND
AY1-AH0-L-D, DIALED
EH1-K-S-T-EH2-N-D-ER0, EXTENDER
EH1-N-D-IH0-K-S-AH0-N, BENDICKSON
OW1-L-IH0-G-AA2-R-K, OLIGARCH
OW1-Z-AH0-N-Z, ROSEN'S
ER1-S-ER0-OW0, MERSEREAU
EH1-M-K-L-IH2-R, CHEMCLEAR
OW1-D-AH0-L-IH0-NG, YODELING
IH1-T-S-B-ER0-G-ER0, PITTSBURGHER
ER1-JH-AH0-S, BURGESS STURGIS
UW1-S-AH0-L-IH0-JH-AH0-Z, FUSELAGES(2)
AY1-N-AE2-N-S-IH0-NG-Z, FINANCINGS(2) REFINANCINGS(2)
EY1-T-IH2-N, KATYN
AY1-N-B-R-EH2-K-ER0, STEINBRECHER
IY1-K-ER0-SH-IH2-P, SPEAKERSHIP
EY1-T-IH0-NG, ABATING ANNOTATING AWAITING BAITING BERATING CRATING CREATING DATING DEBATING DEFLATING ELATING EQUATING GRATING HATING INFLATING INNOVATING MATING MISSTATING NEGATING PLATING RATING REINSTATING RELATING RESTATING SATING SEDATING SKATING STATING TRANSLATING UPDATING WAITING WEIGHTING
EH1-T-AH0-S-AH0-N-D, JETTISONED
AA1-T-M-AH0-N-T, ALLOTMENT OVERALLOTMENT
IH1-N-CH-Y-UW0, MINCHEW
AA1-R-D-AH0-M-AH0-N, HARDIMAN
IH1-N-S-AH0-L, INSEL KINSEL KINSELL SINSEL TINSEL
AH1-M-F-AW0-N-D, DUMBFOUND
AO1-R-K-L-AH0-N-D, BJORKLUND
AH1-CH-T-AH0-N, TOUCHTON
IH1-F-Y-UH2-R, IF_YOU'RE
EY1-L-AH0-N-S, SURVEILLANCE VALENCE
IH1-G-AH0-M-AH0-S, POLYGAMOUS
ER1-N-IY0-M-AH0-N-Z, JOURNEYMAN'S
IH1-N-S-T-AH0-N, PRINCETON WINSTON
AA1-R-K-AH0-L-IH0-NG, SPARKLING(2)
AO1-R-D-AH0-L-IH0-NG, NORDLING
AH1-NG-K-S, BUNKS CHUNKS CLUNKS DRUNKS DUNKS FLUNKS FUNKS HUNKS MONK'S MONKS PUNKS SKUNKS STRUNK'S TRUNKS TUNKS
IH1-SH-IY0-AH0-N, KESHISHIAN
ER1-L-D-ER0-Z, WORLDERS
IH1-JH-AH0-D, FRIGID RIGID
EH1-B-R-IH0-K-AA2-V, CHEBRIKOV
AY1-ER0-AA2-R-K-IY0, HIERARCHY
AA1-L-AH0-M-AH0-N-Z, HOLLIMAN'S SOLIMAN'S SOLOMON'S
IH1-D-OW0-ER0, WIDOWER
IH1-N-AH0-S-AH0-N-S, INNOCENCE
AW1-F-AH0-K-ER0, STAUFFACHER
IH1-S-T-AH0-N-S-T, DISTANCED
AA1-B-IY0-HH, SOBIECH
EH1-OW0-L-AH0-S, AEOLUS
AE1-TH-Y-UW0-Z-AH0-Z, MATTHEWS'S
AH1-L-IH0-V-AH0-N-T, SULLIVANT
IH1-Z-AH0-T-ER0, INQUISITOR VISITOR
OY1-N-AH0-V-IH0-CH, VOINOVICH VOYNAVICH
ER1-SH-AH0-L-Z, COMMERCIAL'S COMMERCIALS HERSCHEL'S
AE1-Z-D, JAZZED
AO1-R-M-UH2-TH, WARMUTH
IH1-N-T-IH0-K, MCCLINTIC MCCLINTICK
IY1-T-R-IH2-S, LEATRICE
EY1-F-AH0-L-ER0, LAFLER
EH1-L-EH2-K-S-AH0-Z, TELEX'S
AE1-L-AH0-N-S-ER0, BALANCER
AW1-N-IY0-AH0-S, LAUNIUS
EY1-P-IY0-EY0, TAPEIE
IH1-CH-AH0-S, FICHUS
AE1-K-SH-ER0-Z, FRACTURES(2)
AE1-P-IY0-Z, CAPPY'S MAPI'S
EH1-S-K-AO0-R-T-S, ESCORTS
EY1-S-IH2-S-T, BASSIST
EH1-R-AH0-N-HH-AO2-L-T, EHRENHALT
EH1-Z-AH0-N-T-AH0-N, PLEASANTON
AY1-ER0-N-W-UH2-D, IRONWOOD
IH1-G-W-IH2-G, BIGWIG
IH1-L-ER0-B-R-UH2-K, MILLERBROOK
IH1-F-T-ER0-Z, DRIFTERS LIFTERS
IH1-N-L-AH0-K, KINLOCH
IH1-N-T-R-AH0-K-AH0-S-IY0-Z, INTRICACIES
AH1-P-B-IY2-T, UPBEAT
EH1-L-T-EH2-K, DELTEC WELLTECH
AH1-L-B-ER0-T, CULBERT HULBERT HULBURT
IH1-T-JH-AH0-N, PETITJEAN
IH1-V-AH0-D-L-IY0, VIVIDLY
IY1-CH-ER0, BEACHER BEECHER BLEACHER CREATURE FEATURE GLEACHER PEACHER PREACHER TEACHER
EH1-R-S-AH0-T-IY0, SCARCITY
IY1-M-AH0-L, SIEMEL STEIMLE
IY1-R-M-AH0-N, SHEARMAN
IY1-S-K-IY2-P-IH0-NG, PEACEKEEPING
OW1-L-EH0-M, SOLEM
EY1-HH-Y-UW0, LEHEW MAYHEW
OW1-M-K-L-AH2-B, HOMECLUB
OW1-M-S-T-EH0-D-ER0-Z, HOMESTEADERS
AE1-K-S-T-OW2-N-Z, BLACKSTONE'S
AA1-N-D-IH2-S, WANDIS
AA1-R-T, AHART APART ART BART BOSSART CART CARTE CHART DART DARTT DEPART DESCARTES GOULART HARDT HART HARTE HARTT HEART IMPART K-MART KABART MAHRT MART MARTE MCCART MCCARTT PART PARTE RESTART SCHARDT SMART SMARTT START TART TARTE TARTT
AA1-S-AH0-F-IY0-Z, PHILOSOPHIES
AE1-T-AH0-K-AA0-M, STRATACOM
AO1-R-M, CONFORM DEFORM DISINFORM DORM FORM INFORM LUKEWARM MISINFORM NORM ORME PERFORM REFORM SCHWARM STORM SWARM TORME TRANSFORM WARM
EH1-V-EY0, LEVAY SEVE VEVAY
EH1-D-W-AO2-T-ER0-Z, HEADWATERS
ER1-T-R-AH0-D, BERTRADE
IY1-HH-AA2-CH-AH0-Z, BIHAC'S
EH1-D-S-AY2-D, BEDSIDE
OW1-B-OW0-L-AH0-S, BOBOLAS
OW1-N-AH0-L, ATONAL CONAL MONOCLONAL TONAL ZONAL
OW1-K-AH0-S-IH0-NG, FOCUSING REFOCUSING
AA1-TH-AH0-L, BOTHELL BROTHEL
AE1-TH-AH0-K, HOMEOPATHIC TELEPATHIC
AO1-NG-G-AH0-S-AH0-Z, TSONGAS'S
IH1-N-D-M-IH2-L, WINDMILL
EH1-F-ER0-G, DEFORGE
AE1-K-T-EH2-L-Z, PACTEL'S
IH1-T-IY0, BITTY CHITTY CITI CITY CLYTIE COMMITEE(2) COMMITTEE DITTY FULGINITI GRITTY HITTY ITTY ITTY-BITTY KITTY LITTY MCQUITTY MILTIE NITTY PITY PRETTY SMITTY SUBCOMMITTEE TARDITI TWITTY WHITTY WITTY
AO1-N-T, AUNT(2) CONTE COUTANT DAUNT FLAUNT GAUNT GAUNTT HAUNT JAUNT LAPLANT POISSANT PYLANT SCHWANDT ST_LAURENT(2) TAUNT TOUTANT VAUNT
EH1-S-IH0-K-S, ESSEX
AY1-M-OW0-Z, SIMOES
IH1-S-P-EH0-N-S-EH2-R-IY0, DISPENSARY(2)
AA1-R-SH-IH2-P, STARSHIP
IH1-F-ER0-EY2-T-AH0-D, PROLIFERATED
IY1-TH-R-AH0, URETHRA
OW1-N-AH2-Z, MARADONA'S MARADONNA'S
AE1-NG-K-T-AH0-M, SANCTUM
AA1-M-P-L-AH0-K-EY2-T-AH0-D, COMPLICATED UNCOMPLICATED
AH1-F-ER0-Z, BUFFERS PUFFER'S SUFFERS
AH1-F-R-OW0, SHUFRO
IY1-JH-R-AH0-L-IY0, PROCEDURALLY(2)
OW1-S-M-AH0-N, BOSEMAN GROSSMAN MOSEMAN POSTMAN(2)
OW1-SH-AH0-L-AH0-S-S, SOCIALISTS(2)
OW1-T-AH0-K-AA2-L-Z, PROTOCOLS
AA1-M-K, DOMKE
EH1-L-JH-ER0, ELJER
EY1-L-S, SALCE
IH1-K-S-D-AE0-G, RIKSDAG
IH1-M-AH0-L-M-AH0-N, KIMMELMAN
OW1-T-IY0-S, COYOTES
EY1-JH-AE2-K-S-AH0-Z, AJAX'S
AE1-M-B-UH2-SH, AMBUSH
OW1-L-OW0-W-EY2, SOLOWAY
AE1-S-K-ER0-Z, ASKER'S ASKERS ASKERS'
OY1-L-S-IY2-D, OILSEED
UH1-L-K-AH0-L-IY0, BULKELEY
EY1-T-OW0-V-AH0-N, BEETHOVEN
UH1-R-AH0-T-AY2-Z-IH0-NG, SECURITIZING
AE1-M-B-ER0-T-AH0-N, LAMBERTON
AH1-K-S-AH0-S, CRUXES
EH1-JH-W-ER2-TH, WEDGEWORTH
IH1-Z-AH0-N, ARISEN COMMISION DIZON IMPRISON ISN'T(3) KISAN KRIZAN PRISON RISEN
AA1-G-R-EH0-F, HOGREFE
UH1-T-S-F-EH0-L-D, CREUTZFELDT
UW1-HH, DUHE RUHE
IH1-K-L-AY2-T-ER0, KICKLIGHTER
EH1-K-T-AH0-N, BECTON BENDECTIN ECTON NEKTON
UW1-K-IH2-L, HUKILL
UW1-K-S-B-ER0-IY0, TEWKSBURY
AE1-K-ER0-AY2-N, SACCHARINE
AO1-L-TH-AH0-L, WALTHALL
AY1-B-ER0-T, DEIBERT LEIBERT SEIBERT
EY1-K-HH-AW2-S, STEAKHOUSE
AH1-Z-IY0-ER0, FUZZIER
UW1-N-AH0-S-T, BALLOONIST CARTOONIST OPPORTUNIST SOONEST
IH1-L-W-UH2-D, MILLWOOD
UW1-N-AH0-T-EH2-K, UNITEK
UW1-T-AH0-L-IY2-N, POLYBUTYLENE
UW1-V-IY0-L-AE2-B, MOVIELAB
OW1-K-AH0-N-AH0-S, OUTSPOKENNESS
EH1-N-T-R-AH0-M-IH2-N, CENTROMIN
OW1-L-AH0-M-AH0-N, SOLIMON
OY1-S-W-ER2-K, VOICEWORK
IH1-B-ER0-AH0-L-IY0, LIBERALLY
EH1-L-SH-AA2-K, SHELLSHOCK
IH1-D-P-OY2-N-T, MIDPOINT
AE1-M-AH0-CH-ER0-IH0-SH, AMATEURISH
AE1-N-D-IY0-N, SANDEEN
EH1-S-T-F-AA2-L, WESTFAHL
EH1-D-AH0-T-AH0-B-AH0-L, CREDITABLE
EH1-N-T-AH0-L-AY0-Z-D, COMPARTMENTALIZED
IH1-F-AH0-K-AH0-L-T-L-IY0, DIFFICULTLY
AE1-G-AH0-N-HH-AE2-M, DAGENHAM
EH1-JH-UW0-L-IH0-NG-Z, RESCHEDULINGS
IH1-T-AH0-N-B-ER0-N, WITTENBORN
EH1-NG-TH-S, LENGTHS(2) STRENGTHS(2)
EH1-L-T-AH0, DELTA REVUELTA
UW1-K-AH0-M-B-ER0, CUCUMBER
EH1-S-ER0-SH-M-IH2-T, MESSERSCHMIDT MESSERSCHMITT
OW1-G-ER0, BOEGER BOGER COGAR GROEGER HOEGER HOGER KOGER KROEGER KROGER LOGAR MOGER OGRE PLOEGER STOEGER TROEGER ZLOGAR
AE1-D-ER0-AH0-B-AH0-L, ADORABELLE
EH1-D-N-AH0-S, REDNESS
EY1-K-OW2-V-ER0-Z, TAKEOVERS
AA1-HH-AH0-N-AA0-N, BOHANNON BOHANON
AA1-S-L-OW0, KOSLOW LASLO MASLOW ZASLOW
AE1-CH-L-AA2-K, MATCHLOCK
AE1-L-AH0-S-IY0, FALLACY GALASIE HALLISEY
AO1-K-IY2, HAWKEY
IH1-L-M-EY2-K-ER0-Z, FILMMAKER'S FILMMAKERS
AE1-L-IH0-K-S, ALIX CALIX CALYX FRALIX ITALICS METALLIC'S
IH1-SH-N-UW0, VISHNU
AW1-ER0-M-AH0-N, LAUERMAN
AA1-S-AH0-K, HOSACK HOSSACK OSUCH VLASAK
EH1-M-P-T-IY0-D, EMPTIED
AA1-S-K-AH0-T, FOSKETT JASKOT
AE1-S-K-OW2, GLASGOW
EY1-R-IH0-K, WEYRICK
AH1-L-S-AH0-M-ER0, DULCIMER
AH1-S-T-AH0-F-AY2-AH0-B-L-IY0, JUSTIFIABLY
IH1-Z-OW0-Z, RESO'S(4)
EH1-N-T-L-ER0, BENTLER DENTLER ENTLER GENTLER
EH1-B-ER0-AH0-L, EBERLE HAEBERLE HEBERLE
IY1-K-EY2, NIKKEI(2)
AE1-S-N-EH2-T, SASSNET
EH1-M-AH0-S-IH0-K, NEMECEK
IY1-ER0-M-AH0-N, EYERMAN
IH1-D-AE0-K, SIDAK
ER1-TH-OW0-L-F, BERTHOLF
AE1-L-T-S, BALTZ MALTZ SALTZ SMALTZ
AW1-L-K-S, FOULKES FOWLKES GROULX PROULX
EH1-L-V-AH0-L, BELVEAL
EH1-N-AH0-M-AO2-R, FENIMORE FENNIMORE
AH1-M-B-AH0-L, BUMBLE CRUMBLE FUMBLE GRUMBLE GUMBEL HUMBLE JUMBLE KUMBLE MUMBLE RUMBLE STUMBLE TRUMBLE TRUMBULL TUMBLE UMBEL UMBLE
AO1-SH, B'GOSH BOSCH BROSCH DOSCH FROSCH GOSCH GROSCH HOSCH KOSCH LAWSHE LOSCH MILOSH MOSH POSCH PROSCH QUASH RADOSH ROSCH ROSH TOSCH WASCH
AH1-N-T-R-IY0-S-AY2-D, COUNTRYSIDE
IH1-NG-K-AH0-N-HH-AH0-K-ER0, LINKENHOKER
AE1-N-HH-OW0-L-T-Z-ER0, SHANHOLTZER
IY1-R-IH0-JH, ARREARAGE
AA1-SH-EH0-K, BARTOSZEK MISIASZEK PASZEK WOJTASZEK
AE1-D-AH0-K-AH0, ABADAKA
AE1-L-UW0, BALLEW MASHALU
EH1-L-T-R-AH0-N, BELTRAN
AE1-G-L-ER0, AGLER FLAGLER HAGLER KAGLER STRAGGLER WAGLER
AE1-T-R-AH0-S, MATTRESS
AH1-F-S-T-EH0-T-L-ER0, HUFFSTETLER(2) HUFSTETLER(2)
AA1-G-N-ER0, BOGNER STOGNER WAGNER(2)
EH1-G-B-AO2-R-D-Z, PEGBOARDS
AH1-Z-AH0-D-ER0, LUZADER
AY1-T-L-EH0-S, LIGHTLESS
AE1-S-AH0-F-R-AE2-S, SASSAFRAS
AH1-L-K-L-IY0, BULKLEY
EH1-M-T-IY0-IH0-NG, EMPTYING(2)
AA1-L-AH0-N-HH-AW0-ER0, MOLLENHAUER
AW1-CH-ER0, BOUCHER(2) CROUCHER MAUCHER POUCHER VOUCHER
EY1-Z-IY0-ER0-Z, BLASIER'S
IH1-N-L-IY0-Z, FINLEY'S
IY1-L-T-AY2-M, MEALTIME
ER1-T-R-AY2-T, CURTRIGHT
IY1-Z-N-ER0, MIESNER WEESNER WIESNER
OW1-L-B-IY0, BOWLBY COLBY DOLBY
AY1-M-AH0-N, FREIMAN FRYMAN GEIMAN GREIMAN GUYMON HEIMAN HEIMANN HIGHMAN HYMAN HYMEN IMAN KLEIMAN KLIEMAN LEIMAN LIMAN LYMAN NYMAN REIMAN REIMANN RYMAN SCHEIMAN SIMON STEIMAN TIMAN TIMON TWYMAN WEIMAN WEIMANN WIMAN WYMAN ZYMAN
AW1-S-K-IY2-P-IH0-NG, HOUSEKEEPING
AE1-L-JH-AH0-B-R-AH0, ALGEBRA
AE1-G-AH0-N-IH2-Z-AH0-M-Z, ANTAGONISMS
AE1-L-Y-AH0-N-T, VALIANT
AA1-L-ER0-IY0, OLEARY
AO1-R-L-EH0-N-AH0, ORLENA
IH1-B-L-AH0-K-AH0-L, BIBLICAL
AE1-D-L-AE2-N-D, BADLAND
IY1-D-IY0-EY2, FEDIAY
IH1-R-HH-AE2-N, SIRHAN(2)
AA1-N-ER0-IY0-Z, CONNERY'S
IY1-T-ER0-IH0-NG, METERING PETERING TEETERING
AW1-N-T-AH0-N, FOUNTAIN INTERMOUNTAIN MOUNTAIN
AY1-N-S-AH0-N, HEINSOHN
AE1-SH-AH0-N-AE2-L-EY0, NATIONALE
EY1-N-IY0-AH0, ALBANIA COMPANIA CRANIA DROMOMANIA GERMANIA LITHUANIA LUSITANIA MANIA MAURITANIA MEGALOMANIA POMERANIA ROMANIA RUMANIA RURITANIA SYLVANIA TANZANIA TASMANIA TRANSYLVANIA ZENIA
IH1-K-IY0-AH0-N, BAGDIKIAN MELIKIAN
OW1-AH0-S-IH2-Z-AH0-M, STOICISM
OW1-K-V-IH2-L, OAKVILLE TOCQUEVILLE
OW1-V-ER0-F-L-OW2-IH0-NG, OVERFLOWING
UH1-R-AH0-L-EY0-T-ER0-Z, PUROLATOR'S
UH1-R-AY2-T, FLUORITE
AW1-N-D-IH0-JH, POUNDAGE
AA1-R-G-Y-UW0-AH0-B-AH0-L, ARGUABLE
AA1-R-K-AH0-D-L-IY0, MARKEDLY
UH1-R-IH0-NG-T-AH0-N, CURINGTON PURINGTON
UW1-B-D, CUBED
AO1-R-AH0-N-T-L-AH0-S, WARRANTLESS
AH1-K-AH0-L-Z, BUCKELS BUCKLES CHUCKLES KNUCKLES NUCKLES NUCKOLLS NUCKOLS
OW1-L-D-AO0-R-F, HOLDORF
OW1-V-ER0-D-R-AE2-F-T, OVERDRAFT
AW1-CH-OW0, GAUCHO GROUCHO
UW1-R-IH2-S, DURIS SOURIS
AA1-G-M-AW2-DH-Z, FROGMOUTHS(2)
AE1-L-AH0-NG-ER0-Z, SALINGER'S SALINGERS
AE1-G-N-AH0-T-UW2-D-Z, MAGNITUDES
AE1-SH-IY0-OW2-Z, PISTACHIOS
AO1-R-K-AE2-S-T-ER0-Z, FORECASTERS
EH1-L-AH0-JH-AH0-B-AH0-L, ELIGIBLE INTELLIGIBLE UNINTELLIGIBLE
AH1-S-AH0-B-IY0, HUSEBY
AA1-M-B-R-OW0-N-IY0, GIAMBRONE
AH1-TH-IH0-NG, NOTHING
AE1-F-ER0-N, DAFFERN
AH1-N-D-ER0-T-OW2-Z, UNDERTOWS
AA1-R-T-AH0-CH-OW2-K, ARTICHOKE
AE1-P-AH0-L-IH2-S-AH0-Z, ANNAPOLIS'S INDIANAPOLIS'S
EH1-T-AH0-N-OY0-D-Z, RETINOIDS
IH1-K-AH0-T-R-AA0-N, TICKETRON
AE1-K-AH0-N-EH0-R-N-IY0, MCENERNEY MCINERNEY
AE1-L-F-IH2-N, ALFIN ALPHIN CHALFIN
AA1-K-B-AH2-S-T-ER0-Z, BLOCKBUSTER'S BLOCKBUSTERS
AA1-K-IH0-NG-T-AH0-N, BROCKINGTON
EH1-R-AH0-L-D-R-IY0, HERALDRY
IY1-F-D-AH0-M-Z, FIEFDOMS
IY1-S-M-AH0, DESMA
IY1-Z-IY0-Z, CASEZE'S EASY'S PEASEY'S
EY1-V-L-EH2-NG-TH, WAVELENGTH
OW1-L-B-ER0-G-Z, KOHLBERG'S
IH1-T-R-AH0-S-EH2-L, CITRUCEL
IH1-M-AH0-N-EY2-T-AH0-D, DISCRIMINATED ELIMINATED
AY1-K-AH0-T-IH2-N, MICATIN
UW1-AH0-S-AY2-D-Z, SUICIDES
AO1-R-D-Z-T-AW2-N, LORDSTOWN
AH1-N-AH0-W-EY0, DUNNAWAY
IY1-AH0-N-ER0-D, LEONERD
IY1-G-R-EH0-S, REGRESS
AE1-S-F-IY2-L-D-Z, GRASSFIELD'S
EH1-D-IH0-G, REDDIG WEDIG
AA1-R-D-R-EY2-L, GUARDRAIL
IY1-L-AH0-K-AE2-N-TH, COELACANTH
AY1-AE2-D-Z, TRIAD'S TRIADS
UW1-D-AH0-K, HUDAK
AH1-B-L-IY0, BUBBLY DOUBLY HUBLEY KUBLY RUBLEY
